ano,espvida,fectot,mort1,sobre60,e_anosestudo,gini,ppobcri,pren20ricos,pren80,rdpc,rdpc1,rdpc10,rmpob,rpob,theil,emp,theiltrab,t_banagua,t_lixo,t_luz,t_fora6a14,t_fundin_todos,t_m10a14cf,t_mulchefefif014,homemtot,mulhertot,pesorur,pesourb,i_escolaridade,idhm,idhm_l
2010,71.47,2.28,22.5,84.34,8.93,0.44,85.4,47.97,52.03,248.13,43.92,717.03,77.42,130.62,0.38,0.0,0.33,73.11,100.0,99.82,3.0,45.61,0.0,20.05,1878,1704,2622,960,307,595,775
2010,69.36,2.16,28.6,80.77,9.73,0.54,79.95,56.56,43.44,295.37,42.14,1182.69,75.35,116.78,0.54,1.25,0.59,74.54,98.34,99.22,4.22,42.82,0.0,26.8,3132,3095,2245,3982,323,601,739
2010,69.06,3.05,29.6,80.24,8.92,0.52,87.94,54.55,45.45,214.84,25.95,725.95,64.5,104.63,0.49,0.25,0.46,59.45,96.27,99.0,1.23,52.27,0.84,23.37,3565,3424,4752,2237,244,553,734
2010,72.36,2.28,20.1,85.77,8.17,0.42,73.54,45.61,54.39,270.76,54.41,760.52,80.91,133.6,0.35,1.39,0.26,85.92,99.6,97.66,2.5,40.85,1.65,23.61,1367,1301,875,1793,0.32,589,789
2010,70.81,2.39,24.3,83.24,9.19,0.5,82.68,52.5,47.5,233.77,27.52,886.03,65.66,114.38,0.5,1.24,0.39,76.93,96.0,99.51,4.52,44.38,0.0,21.79,6924,7059,7182,6801,285,585,764
2010,71.28,2.95,23.0,84.02,8.93,0.54,82.63,56.52,43.48,247.22,20.01,897.44,57.72,114.0,0.53,0.84,0.43,74.1,89.78,99.23,3.99,42.52,0.88,19.31,3800,3764,2559,5005,0.3,582,771
2010,70.37,2.64,25.6,82.51,9.14,0.49,82.78,53.19,46.81,292.5,48.72,1069.15,76.72,134.46,0.44,0.9,0.35,71.01,97.59,98.8,1.02,37.63,0.0,29.58,5164,5217,2313,8068,366,624,756
2010,71.12,1.97,23.4,83.76,9.35,0.45,79.71,49.46,50.54,258.98,42.44,831.82,75.1,125.92,0.39,0.0,0.3,61.58,98.66,99.82,4.17,31.49,0.0,20.55,2348,2264,2222,2390,391,625,769
2010,72.12,2.09,20.7,85.38,9.17,0.62,72.88,64.37,35.63,388.31,34.63,1974.85,68.71,115.42,0.76,2.64,0.76,91.1,98.86,99.92,0.46,34.37,0.0,21.21,1829,1804,1353,2280,373,646,785
2010,71.56,2.57,22.2,84.48,9.82,0.55,86.51,58.33,41.67,237.26,24.32,937.5,62.72,113.61,0.6,0.27,0.54,71.98,97.69,99.47,0.66,38.02,2.22,19.64,4723,4887,2924,6686,347,608,776
2010,72.04,2.37,21.0,85.25,9.31,0.5,71.98,54.64,45.36,363.97,69.2,1436.71,84.24,145.63,0.45,0.95,0.29,80.1,95.16,99.29,2.39,35.3,0.27,21.41,34434,35033,26836,42631,427,0.64,784
2010,72.49,2.21,19.8,85.97,9.18,0.5,58.03,53.76,46.24,457.22,82.29,1767.08,77.67,143.24,0.47,1.03,0.39,90.68,98.0,98.34,2.29,31.11,1.39,15.78,14182,14772,6988,21966,437,665,792
2010,71.46,2.7,22.5,84.31,10.43,0.51,81.92,54.98,45.02,282.48,42.67,1114.1,71.57,123.4,0.5,1.23,0.6,97.52,98.13,100.0,0.51,40.93,0.0,27.98,1749,1787,636,2900,0.32,617,774
2010,71.56,2.21,22.2,84.48,9.62,0.52,79.43,54.51,45.49,279.42,28.52,1065.83,61.48,113.59,0.55,0.0,0.54,78.3,91.72,99.25,2.75,41.84,0.0,14.24,4064,4201,3371,4894,337,609,776
2010,71.31,2.1,22.9,84.08,9.56,0.49,73.07,51.26,48.74,295.35,32.4,1003.43,65.4,117.98,0.51,0.9,0.38,74.53,85.42,99.55,1.08,33.95,0.0,21.11,4043,4175,3182,5036,373,622,772
2010,70.83,2.77,24.2,83.28,9.79,0.52,81.34,55.83,44.17,298.87,50.72,1186.83,82.07,128.52,0.5,0.87,0.4,90.21,79.85,99.03,1.97,40.55,0.0,28.69,5350,5091,6552,3889,349,608,764
2010,71.71,2.67,21.8,84.73,10.02,0.44,72.24,49.95,50.05,350.8,87.91,1168.26,92.57,150.67,0.34,0.4,0.35,56.78,98.37,99.12,3.04,33.02,0.0,15.99,2119,2069,550,3638,426,644,779
2010,67.02,2.83,36.5,76.55,8.38,0.53,87.04,56.26,43.74,249.75,24.83,975.17,63.39,113.32,0.57,0.45,0.36,83.28,97.81,99.51,5.35,49.81,1.68,35.63,5665,5748,2543,8870,283,557,0.7
2010,71.18,2.58,23.3,83.86,9.29,0.52,79.0,54.96,45.04,292.15,41.04,1118.88,74.81,123.57,0.52,1.46,0.4,84.82,95.68,99.72,1.4,39.17,1.05,23.93,10275,10410,11683,9002,335,609,0.77
2010,70.14,2.13,26.2,82.12,9.78,0.48,80.06,50.97,49.03,261.41,34.12,867.63,72.16,117.41,0.44,0.48,0.34,62.05,95.08,98.14,1.83,35.47,1.76,19.65,1154,1107,978,1283,362,598,752
2010,73.64,1.95,17.91,87.88,9.97,0.52,50.4,57.6,42.4,600.28,115.55,2548.46,90.62,161.7,0.49,1.95,0.44,90.97,97.94,99.57,2.32,20.58,0.22,12.89,125747,134068,22574,237241,565,0.72,811
2010,75.08,1.58,14.35,89.9,9.85,0.61,46.88,66.17,33.83,950.34,129.33,4802.25,90.42,161.87,0.7,2.22,0.57,97.54,98.82,99.84,3.66,15.65,0.03,13.05,377947,425792,0,803739,659,763,835
2010,71.37,2.41,22.7,84.18,9.56,0.53,78.81,56.55,43.45,337.75,47.67,1365.4,77.46,129.67,0.55,0.88,0.35,86.2,95.56,99.28,2.4,36.32,0.0,22.99,12288,11496,14404,9380,383,622,773
2010,72.28,2.01,20.3,85.64,9.07,0.52,76.06,54.43,45.57,313.34,36.18,1186.63,67.43,120.65,0.54,0.84,0.45,73.65,95.29,99.75,1.77,39.39,0.0,19.96,17499,17991,11110,24380,372,629,788
2010,68.14,2.34,32.6,78.59,9.77,0.48,79.35,51.2,48.8,290.17,39.06,1094.66,68.89,132.76,0.46,0.44,0.44,54.07,96.58,98.7,1.49,46.72,0.0,20.17,2211,2084,1055,3240,291,585,719
2010,72.31,2.2,20.3,85.68,8.67,0.43,71.48,45.43,54.57,355.71,77.11,1103.55,83.81,141.04,0.35,0.0,0.31,94.83,99.72,98.42,3.04,35.17,1.83,10.06,2354,2345,1441,3258,382,645,789
2010,71.56,2.37,22.2,84.48,9.27,0.49,86.98,51.77,48.23,219.34,26.41,701.9,62.34,114.78,0.48,0.33,0.49,80.95,94.35,99.69,1.16,47.2,0.0,16.96,2041,1911,3131,821,285,589,776
2010,68.23,2.55,32.3,78.77,9.71,0.46,80.06,49.71,50.29,298.75,54.25,972.69,77.02,134.38,0.41,0.23,0.28,61.73,95.61,96.81,1.54,34.18,0.0,8.47,1925,1934,524,3335,377,603,721
2010,68.15,3.58,32.6,78.61,8.94,0.52,85.03,54.54,45.46,234.75,27.37,832.84,69.5,109.47,0.51,1.09,0.37,37.55,97.14,96.99,1.33,49.25,0.6,36.73,2434,2411,1708,3137,267,549,719
2010,73.09,2.17,18.3,86.89,10.3,0.45,65.14,49.55,50.45,390.54,95.05,1343.1,88.93,153.58,0.36,3.38,0.37,89.93,98.67,98.94,1.66,28.73,0.0,16.6,9961,10393,3270,17084,449,676,802
2010,69.28,3.35,28.9,80.63,9.99,0.52,82.27,54.69,45.31,239.1,34.14,852.8,70.36,110.97,0.5,3.11,0.55,89.16,97.65,98.27,1.2,42.83,1.04,33.21,5134,4925,6311,3748,302,569,738
2010,70.79,2.12,24.4,83.21,9.24,0.51,80.75,54.23,45.77,269.09,40.06,1032.2,74.71,119.87,0.49,1.26,0.44,76.65,99.03,98.64,3.01,41.5,0.0,18.02,5508,5592,4345,6755,308,606,763
2010,69.83,2.47,27.2,81.59,9.62,0.41,83.51,45.37,54.63,241.15,55.39,698.6,81.19,146.44,0.31,0.0,0.14,70.92,100.0,99.6,1.68,44.08,0.0,24.27,1454,1441,1704,1191,314,589,747
2010,71.07,2.27,23.6,83.69,9.65,0.52,76.11,55.07,44.93,331.98,49.15,1304.78,75.26,129.28,0.49,1.19,0.46,64.04,98.3,97.83,3.18,38.72,0.83,15.19,5886,6078,1805,10159,365,618,768
2010,71.73,2.35,21.8,84.76,9.49,0.45,78.03,49.8,50.2,251.9,47.32,772.66,78.67,128.52,0.38,0.65,0.24,57.89,97.12,99.45,2.32,42.62,0.0,36.75,2419,2343,1711,3051,319,0.59,779
2010,73.16,2.09,18.2,87.0,10.15,0.54,60.55,58.87,41.13,504.82,88.11,2270.39,86.56,152.17,0.55,1.86,0.43,95.89,96.0,99.8,4.54,30.14,0.59,15.15,13516,14229,2194,25551,0.45,678,803
2010,71.35,2.59,22.8,84.13,8.61,0.48,84.13,50.98,49.02,210.52,31.88,702.31,70.64,110.59,0.42,1.88,0.39,41.96,99.52,98.79,2.83,48.38,0.0,23.44,1772,1749,2360,1161,312,559,773
2010,70.1,2.43,26.4,82.05,9.35,0.56,91.58,58.56,41.44,216.3,16.6,826.53,62.17,104.97,0.58,2.8,0.4,42.02,100.0,99.7,1.55,50.57,0.0,47.39,1340,1250,1600,990,291,558,752
2010,72.27,2.84,20.4,85.62,8.94,0.52,79.63,55.11,44.89,289.53,35.18,1111.68,66.51,124.99,0.52,0.78,0.33,63.65,95.14,98.11,1.22,48.12,0.0,25.7,3691,3480,3051,4120,0.29,583,788
2010,69.27,2.91,28.9,80.61,9.5,0.51,81.85,54.45,45.55,263.8,30.37,992.18,68.77,117.57,0.52,0.74,0.28,76.74,98.2,99.31,1.2,47.68,0.91,31.23,7160,6954,6866,7248,276,568,738
2010,70.17,2.35,26.1,82.17,9.06,0.55,69.07,58.77,41.23,412.01,62.34,1774.47,76.81,140.84,0.57,0.49,0.34,84.09,99.4,99.83,2.27,38.63,0.0,24.61,6693,6739,2858,10574,375,631,753
2010,71.63,1.91,22.0,84.59,9.26,0.47,80.24,50.78,49.22,270.87,39.74,904.5,72.0,130.67,0.43,1.88,0.42,87.42,100.0,99.44,2.11,35.89,0.0,7.38,1729,1724,920,2533,355,614,777
2010,70.93,2.3,24.0,83.45,9.1,0.56,85.23,58.7,41.3,263.9,24.73,1101.56,64.96,114.45,0.61,0.17,0.36,74.98,96.95,99.35,5.01,42.88,0.8,37.07,7057,6892,6532,7417,321,587,766
2010,70.22,2.16,26.0,82.25,9.69,0.52,79.06,55.26,44.74,296.9,32.59,1145.29,64.94,122.26,0.54,0.82,0.55,60.2,98.7,99.0,1.53,36.08,0.0,21.7,3585,3735,3477,3843,353,621,754
2010,68.89,3.14,30.1,79.94,9.53,0.55,83.93,58.33,41.67,257.49,33.78,1123.81,70.87,112.78,0.56,0.14,0.51,56.81,99.83,94.88,2.79,44.08,0.0,17.82,2730,2487,2190,3027,313,0.59,732
2010,67.75,2.78,33.9,77.89,8.81,0.56,87.67,57.62,42.38,247.77,20.33,991.4,57.67,107.84,0.64,0.11,0.49,72.41,100.0,99.46,4.55,48.1,0.0,55.6,4471,4297,3455,5313,296,563,713
2010,71.46,3.68,22.5,84.31,8.75,0.53,87.26,55.26,44.74,198.93,17.31,731.15,63.83,101.33,0.51,0.9,0.35,74.14,82.35,97.9,0.95,41.35,0.0,29.18,4277,4147,5428,2996,0.31,567,774
2010,69.24,1.86,29.0,80.55,9.91,0.45,76.3,49.64,50.36,311.04,61.43,1036.74,82.88,139.66,0.4,1.71,0.34,85.73,98.04,99.24,3.64,34.98,0.0,13.94,2328,2364,1983,2709,369,608,737
2010,72.32,2.03,20.2,85.7,10.88,0.49,78.67,52.73,47.27,300.88,44.76,1101.35,74.03,125.99,0.47,0.0,0.52,62.38,90.7,99.8,0.0,28.73,0.0,9.38,1537,1526,1130,1933,424,654,789
2010,70.03,2.37,26.6,81.93,8.52,0.47,81.95,50.9,49.1,237.37,31.92,781.17,71.18,122.62,0.45,0.1,0.47,79.13,99.25,100.0,1.27,43.47,0.0,25.45,1617,1548,491,2674,294,584,751
2010,71.56,2.21,22.2,84.48,9.23,0.5,80.23,50.71,49.29,237.37,23.9,811.75,57.63,105.99,0.53,0.57,0.44,79.79,99.25,99.85,0.36,43.31,0.0,19.11,2073,2083,2446,1710,313,591,776
2010,71.01,2.64,23.7,83.58,8.43,0.54,83.48,56.13,43.87,262.85,28.6,1126.49,68.82,117.3,0.58,0.76,0.29,78.92,96.13,99.62,3.21,40.23,1.56,26.47,3560,3507,2725,4342,337,592,767
2010,70.5,2.14,25.2,82.72,9.58,0.46,79.88,49.74,50.26,263.32,48.24,895.58,76.48,123.75,0.41,0.6,0.47,65.87,99.87,98.7,0.98,38.33,0.0,23.44,2173,2245,684,3734,327,604,758
2010,71.13,1.89,23.4,83.78,9.61,0.55,70.79,59.2,40.8,396.51,62.39,1800.51,77.69,143.0,0.59,2.31,0.41,79.69,93.15,98.78,2.18,38.31,0.0,19.9,1847,1840,852,2835,385,635,769
2010,71.8,2.37,21.6,84.87,9.54,0.51,82.65,54.23,45.77,241.96,24.15,853.77,67.7,114.86,0.53,0.0,0.31,54.09,98.93,97.99,1.29,35.91,1.64,14.4,1835,1760,1859,1736,349,605,0.78
2010,70.67,2.03,24.7,83.01,9.73,0.52,76.98,54.97,45.03,327.61,44.03,1246.24,73.17,126.02,0.51,1.29,0.39,83.01,98.52,98.55,4.3,33.2,0.43,23.07,17472,18325,5298,30499,421,635,761
2010,71.04,2.18,23.6,83.64,8.92,0.55,83.67,57.99,42.01,258.64,25.33,1163.68,60.53,110.24,0.58,0.57,0.48,64.61,92.95,99.01,2.38,42.53,0.87,16.45,6869,6940,6914,6895,315,591,767
2010,71.04,1.61,23.6,83.64,8.92,0.41,72.08,45.52,54.48,325.16,81.58,965.21,90.54,148.03,0.3,0.27,0.36,93.81,100.0,100.0,0.9,32.53,0.0,13.72,1267,1259,873,1653,363,642,767
2010,71.94,2.45,21.2,85.09,9.29,0.57,82.41,60.68,39.32,323.81,33.89,1452.77,69.03,121.99,0.63,0.94,0.6,73.41,99.61,98.78,2.11,40.71,1.32,18.29,11099,11117,7936,14280,341,0.62,782
2010,70.62,2.22,24.8,82.92,7.89,0.54,87.4,57.59,42.41,231.17,25.1,910.48,67.84,113.57,0.56,0.8,0.35,70.49,98.45,99.5,1.36,51.77,0.0,25.93,1524,1451,1937,1038,278,555,0.76
2010,70.79,2.57,24.4,83.22,9.17,0.49,84.58,52.48,47.52,210.78,25.79,707.76,66.02,111.02,0.47,0.0,0.25,63.8,97.17,99.28,7.1,38.28,0.0,43.75,1940,1965,2021,1884,358,595,763
2010,69.98,2.02,26.7,81.85,9.45,0.44,75.95,48.58,51.42,316.21,66.02,1032.53,78.75,147.68,0.36,0.48,0.24,84.4,99.35,100.0,3.16,43.49,2.35,20.97,1737,1664,1104,2297,0.32,608,0.75
2010,71.75,1.82,21.7,84.78,9.25,0.41,73.3,45.68,54.32,298.15,60.4,838.46,74.74,143.48,0.33,0.0,0.31,76.62,99.79,100.0,3.4,35.13,0.0,40.23,1945,1929,926,2948,349,628,779
2010,74.72,2.03,14.6,89.3,9.18,0.44,62.45,48.63,51.37,377.16,89.81,1224.38,86.26,154.96,0.34,0.48,0.2,91.17,92.35,99.63,4.2,29.85,0.0,20.76,43179,44489,13569,74099,485,661,829
2010,71.73,2.04,21.8,84.75,9.73,0.47,65.87,50.34,49.66,379.2,78.26,1320.41,87.62,142.46,0.41,0.28,0.41,84.32,99.51,99.83,3.09,29.22,0.0,16.83,2923,2999,1166,4756,433,655,779
2010,69.86,2.55,27.1,81.63,9.01,0.55,80.07,59.02,40.98,331.85,39.8,1406.11,73.9,123.43,0.57,0.72,0.38,81.29,96.28,98.93,3.66,44.32,0.6,22.44,19844,19932,21544,18232,357,611,748
2010,72.34,2.38,20.2,85.73,9.45,0.5,84.4,53.05,46.95,267.55,33.16,937.24,66.3,119.23,0.51,0.36,0.4,76.3,97.5,99.52,3.05,41.26,2.44,24.18,6150,6206,2084,10272,351,615,789
2010,73.89,1.92,16.4,88.1,10.01,0.43,60.82,47.18,52.82,414.22,95.27,1354.61,83.23,157.54,0.33,1.95,0.35,93.2,100.0,99.35,2.97,24.78,0.0,23.54,2122,2109,929,3302,468,694,815
2010,69.83,2.75,27.76,81.64,10.27,0.53,80.88,56.03,43.97,285.2,33.65,1167.75,68.09,120.84,0.55,0.97,0.6,75.51,95.42,99.64,3.41,39.42,0.0,17.38,10572,11585,7657,14500,319,606,747
2010,72.39,2.67,20.0,85.82,8.79,0.51,77.33,53.86,46.14,257.1,35.36,987.39,69.19,118.67,0.5,1.22,0.43,73.17,96.08,99.84,1.27,40.94,0.0,40.61,4474,4196,4539,4131,336,591,0.79
2010,69.63,2.2,27.8,81.24,9.19,0.48,77.6,51.09,48.91,303.74,46.15,1025.95,74.04,127.82,0.44,2.04,0.33,81.18,98.59,99.96,2.14,37.09,0.0,23.98,7824,8019,4375,11468,386,622,744
2010,72.62,2.36,21.69,86.48,8.96,0.52,83.63,55.05,44.95,285.21,34.83,1144.14,71.96,121.64,0.52,0.55,0.4,58.99,96.31,99.12,2.35,48.51,0.74,20.85,3172,3063,2741,3494,289,589,794
2010,72.19,2.27,20.6,85.49,10.07,0.52,77.14,54.83,45.17,309.77,38.79,1243.98,68.45,126.66,0.52,0.4,0.46,75.33,99.04,95.72,1.82,44.22,0.0,10.4,4130,3981,2573,5538,0.31,611,787
2010,71.22,2.14,23.2,83.93,8.94,0.49,82.75,51.66,48.34,268.71,31.8,990.26,65.06,119.99,0.49,0.79,0.33,59.71,98.89,97.32,2.84,47.0,0.0,14.52,5436,5391,4886,5941,295,585,0.77
2010,72.19,1.61,20.6,85.49,9.24,0.52,72.83,54.5,45.5,346.89,45.14,1336.76,68.33,129.12,0.52,0.65,0.4,92.61,99.78,99.27,7.55,33.93,0.0,10.93,2944,3084,2263,3765,381,642,787
2010,70.12,2.62,26.3,82.08,9.53,0.5,88.98,52.19,47.81,207.76,25.59,696.71,64.23,109.48,0.49,0.0,0.34,70.44,98.71,98.3,2.32,42.09,0.0,24.72,2860,2777,3214,2423,309,583,752
2010,69.89,3.09,27.0,81.68,7.72,0.43,84.93,47.55,52.45,234.85,54.69,691.36,83.18,134.08,0.33,0.42,0.17,79.66,91.55,99.28,2.85,49.72,0.0,10.73,1944,1980,43,3881,0.32,0.57,748
2010,69.46,2.29,28.3,80.94,9.0,0.53,80.89,54.62,45.38,247.06,22.57,860.29,59.73,109.0,0.57,1.1,0.36,49.79,98.4,99.72,2.57,42.21,0.0,21.24,2865,2878,2481,3262,336,582,741
2010,71.35,2.81,22.8,84.13,9.19,0.5,78.73,54.44,45.56,284.48,45.79,1096.13,75.23,132.25,0.46,0.31,0.55,51.0,94.54,98.3,2.22,36.38,0.76,20.25,5392,4895,7589,2698,369,614,773
2010,72.22,2.09,20.5,85.55,8.47,0.42,73.94,46.4,53.6,292.16,62.36,916.69,80.44,142.1,0.33,0.65,0.28,82.94,100.0,99.75,4.5,41.65,0.0,22.09,3901,3869,2773,4997,306,597,787
2010,70.42,2.69,25.4,82.59,10.2,0.52,83.15,53.7,46.3,240.51,24.8,820.29,59.14,105.18,0.54,0.0,0.44,40.6,99.12,98.85,1.05,44.76,0.77,36.64,3452,3129,4460,2121,298,592,757
2010,71.92,2.11,21.3,85.07,9.42,0.5,80.72,51.74,48.26,252.46,23.95,989.72,59.56,116.26,0.49,1.03,0.39,89.15,93.38,99.75,3.88,44.95,0.0,13.42,2293,2247,2136,2404,279,598,782
2010,68.65,1.93,30.9,79.51,9.41,0.52,79.2,54.2,45.8,293.49,31.79,1064.53,69.03,115.22,0.54,0.29,0.46,57.32,94.37,98.94,2.86,40.74,0.0,15.23,2865,2887,3634,2118,341,604,728
2010,68.32,2.43,32.0,78.92,9.74,0.46,86.98,49.15,50.85,214.04,28.62,657.71,68.18,118.68,0.41,0.21,0.26,59.49,99.43,99.61,0.57,43.02,0.98,18.56,2542,2478,2630,2390,307,572,722
2010,72.51,2.87,19.8,86.0,10.36,0.48,81.91,52.81,47.19,277.54,55.27,1115.95,82.83,135.48,0.42,0.28,0.42,64.9,95.82,98.25,4.19,43.3,0.0,11.04,1178,1139,430,1887,314,612,792
2010,71.68,2.29,21.9,84.68,8.41,0.45,84.82,48.81,51.19,235.78,41.8,706.16,75.57,125.92,0.38,0.23,0.21,62.32,100.0,99.08,4.47,44.74,0.69,34.8,6112,5724,7752,4084,294,569,778
2010,71.21,2.34,23.2,83.92,9.32,0.52,81.6,55.61,44.39,270.47,30.97,1034.99,69.64,121.47,0.52,0.65,0.36,81.58,96.41,99.5,1.91,40.27,0.57,19.61,7159,7016,4441,9734,332,608,0.77
2010,71.73,2.35,21.8,84.76,8.43,0.46,78.21,48.77,51.23,276.94,35.41,875.36,65.7,128.77,0.39,1.63,0.35,69.85,94.71,99.08,4.94,49.79,0.0,16.79,4979,4904,3058,6825,272,592,779
2010,69.21,2.98,29.1,80.5,10.62,0.47,79.99,51.72,48.28,259.72,46.83,933.07,76.98,129.55,0.42,1.23,0.41,80.1,98.6,99.22,1.88,32.69,0.0,16.39,2746,2660,4254,1152,405,623,737
2010,72.62,2.35,21.69,86.48,7.7,0.6,66.31,64.29,35.71,523.75,78.82,2685.8,90.71,144.46,0.65,1.62,0.51,90.33,97.17,98.84,4.24,36.2,0.44,21.22,5758,5627,4524,6861,422,645,794
2010,68.35,1.61,31.9,78.98,10.18,0.36,59.51,43.35,56.65,365.42,118.07,994.49,92.0,168.32,0.23,0.41,0.37,95.08,99.3,99.87,0.62,29.28,0.0,12.82,1145,1150,567,1728,423,0.64,723
2010,67.95,3.09,33.2,78.25,8.77,0.52,80.2,54.85,45.15,264.4,34.49,988.23,72.4,118.56,0.51,0.76,0.51,72.12,99.61,98.43,0.85,45.18,0.45,25.97,16068,15021,23167,7922,305,572,716
2010,68.81,2.72,30.4,79.8,9.89,0.48,72.85,51.08,48.92,294.09,45.1,988.63,75.64,120.11,0.46,0.88,0.29,61.35,98.32,96.69,2.25,41.66,0.0,25.91,1770,1598,1171,2197,0.36,602,0.73
2010,72.49,1.97,19.8,85.97,9.84,0.51,82.73,55.73,44.27,313.6,43.83,1215.22,73.95,130.07,0.49,0.61,0.42,80.8,91.29,99.02,2.66,42.89,0.0,25.02,5228,5431,1590,9069,0.34,618,792
2010,70.5,2.22,25.2,82.72,8.6,0.54,84.07,54.82,45.18,233.97,20.7,877.63,54.37,98.57,0.58,0.0,0.43,62.33,98.62,98.58,2.04,44.05,0.0,22.01,6719,6273,6694,6298,341,596,758
2010,71.28,2.5,23.0,84.03,10.16,0.48,81.83,53.05,46.95,289.33,50.54,1012.68,76.57,133.49,0.43,0.3,0.36,79.13,99.46,99.81,2.23,38.76,1.06,17.42,2622,2614,915,4321,361,626,771
2010,68.31,1.93,32.0,78.91,8.93,0.5,90.67,51.43,48.57,180.53,19.09,598.51,51.4,104.35,0.55,0.0,0.29,70.08,89.82,98.74,1.2,46.3,0.0,20.7,1952,1869,2622,1199,257,555,722
2010,69.12,2.1,29.4,80.35,9.16,0.42,81.39,46.79,53.21,258.12,56.74,758.19,80.93,140.17,0.34,0.41,0.22,90.45,98.5,99.53,2.17,43.51,0.0,23.43,5355,5364,6024,4695,326,587,735
2010,69.81,1.93,27.2,81.54,8.99,0.47,78.04,50.77,49.23,247.9,33.32,786.14,67.98,129.58,0.44,0.21,0.33,83.13,99.55,99.55,0.95,37.34,0.0,15.67,806,812,77,1541,335,592,747
2010,68.29,2.4,32.1,78.86,8.45,0.46,82.19,50.77,49.23,262.96,54.29,962.58,77.35,147.59,0.4,0.0,0.21,79.17,95.94,97.24,0.96,32.93,0.0,30.91,1460,1412,88,2784,381,576,722
2010,67.72,1.87,34.9,77.84,7.87,0.54,85.04,55.68,44.32,233.65,20.45,976.22,59.28,106.48,0.56,0.51,0.46,54.61,98.53,99.44,2.41,43.35,0.88,28.02,4719,4730,5388,4061,299,572,712
2010,70.17,2.02,26.9,82.13,9.36,0.65,82.57,67.58,32.42,407.32,35.01,2254.83,69.8,123.89,0.86,0.91,1.16,49.61,96.19,99.4,1.16,51.71,0.0,17.18,2706,2824,2829,2701,256,597,753
2010,72.83,2.52,19.5,86.44,7.78,0.53,86.59,57.23,42.77,287.94,37.12,1173.41,74.09,129.46,0.53,1.52,0.37,75.89,91.89,98.76,2.64,53.56,0.0,37.45,13861,14618,10948,17531,267,582,797
2010,69.93,2.01,27.6,81.72,8.97,0.54,84.82,56.0,44.0,272.81,32.54,1122.66,70.8,116.16,0.55,0.47,0.58,58.76,99.12,99.66,2.15,51.86,0.43,23.47,9761,9920,9887,9794,278,576,749
2010,72.72,2.55,19.8,86.28,9.01,0.52,82.27,56.26,43.74,284.64,44.6,1147.57,80.86,124.08,0.5,0.09,0.48,73.64,97.09,98.44,1.29,47.52,0.0,22.21,6704,6872,4542,9034,292,595,795
2010,70.91,1.96,24.7,83.37,7.82,0.48,82.04,49.73,50.27,245.01,28.89,719.46,68.32,117.42,0.46,0.0,0.37,27.6,98.76,99.3,4.36,49.07,1.17,44.42,2624,2615,3175,2064,263,578,765
2010,69.93,2.34,27.6,81.72,9.03,0.47,86.45,49.76,50.24,218.7,31.54,650.59,68.54,113.74,0.41,0.0,0.27,29.34,95.72,99.0,1.36,53.0,0.0,62.22,1217,1149,1135,1231,244,548,749
2010,71.69,2.71,22.5,84.65,8.67,0.45,85.09,49.09,50.91,236.14,38.02,713.07,73.98,125.89,0.38,0.28,0.2,86.01,90.73,99.0,3.69,46.95,0.0,21.13,8864,9143,6854,11153,312,582,778
2010,71.94,1.81,21.8,85.05,9.45,0.53,78.82,55.6,44.4,306.87,38.98,1207.33,72.31,116.65,0.54,0.57,0.62,73.31,97.69,98.83,1.29,43.34,0.0,14.98,8940,9261,11316,6885,316,608,782
2010,70.14,2.04,27.0,82.08,9.7,0.5,88.57,52.9,47.1,225.5,28.21,719.65,70.44,113.01,0.46,0.27,0.31,63.1,98.33,99.68,2.03,38.77,0.0,24.93,1047,1041,1026,1062,368,606,752
2010,69.79,1.95,28.0,81.48,9.09,0.51,81.01,53.61,46.39,271.98,29.9,1084.45,64.57,120.68,0.51,0.84,0.51,73.32,96.68,99.25,3.79,48.97,0.0,23.02,3796,3880,4038,3638,272,578,747
2010,69.7,2.24,28.3,81.33,8.13,0.53,84.62,54.99,45.01,230.52,21.45,775.08,61.53,106.88,0.54,0.44,0.45,56.08,97.9,99.14,5.02,56.05,1.04,15.48,8574,8650,10420,6804,237,549,745
2010,67.69,2.35,35.0,77.79,8.66,0.54,82.07,56.26,43.74,276.67,29.42,1058.16,64.1,107.64,0.58,1.76,0.55,63.81,92.86,98.45,2.77,55.45,0.0,23.18,6074,6579,3729,8924,227,548,712
2010,70.45,2.54,26.0,82.61,9.56,0.52,84.64,54.29,45.71,244.02,22.92,903.09,61.99,106.98,0.56,0.59,0.46,50.65,93.68,98.96,2.53,52.16,0.0,30.17,9324,9555,9551,9328,267,567,758
2010,70.34,2.35,26.3,82.42,9.1,0.55,79.06,58.5,41.5,319.92,39.84,1356.41,72.34,122.56,0.55,0.39,0.53,67.23,97.05,98.29,2.48,48.44,0.0,23.24,11669,12160,9231,14598,311,594,756
2010,65.81,2.12,42.0,74.33,9.79,0.46,79.39,50.22,49.78,270.54,48.67,904.03,82.46,132.2,0.4,0.0,0.44,51.45,92.66,99.82,1.11,41.92,0.0,11.8,963,964,910,1017,289,562,0.68
2010,71.75,1.88,22.3,84.74,9.73,0.49,80.54,51.1,48.9,282.18,36.75,958.99,68.92,120.44,0.47,0.42,0.35,67.35,97.01,99.92,1.87,46.85,0.0,28.36,3058,3412,1870,4600,0.29,608,779
